"Gene"	"log2FoldChange"	"lfcSE"	"stat"	"pvalue"	"padj"
"ENSMUSG00000003477"	72.9175832643005	-5.20678508690389	0.994210722429663	-5.23710413641435	1.63115667371729e-07	0.00063910402439501
"ENSMUSG00000029778"	21.9469230975526	-4.49532509683837	1.18933033834603	-3.77971111296958	0.000157010420472902	0.00964816905044279
"ENSMUSG00000043162"	94.2696776012062	-3.7213600610467	0.986679851096518	-3.77159831216892	0.000162205225971419	0.00980865615933308
"ENSMUSG00000054641"	41.9933937441891	-7.13850098655906	1.67680086905682	-4.25721450787082	2.06989731464577e-05	0.00460400431642618
"ENSMUSG00000029919"	201.641465196749	-3.29147555458302	0.772502479158466	-4.26079610536476	2.03700006356859e-05	0.00460400431642618
"ENSMUSG00000047013"	26.231631255123	-7.22595905635536	1.6279417461407	-4.43870861686891	9.05002386413506e-06	0.00338338158835311
"ENSMUSG00000042389"	69.0522876867366	-4.75380840265548	1.18164520597464	-4.02304209302356	5.74512236789459e-05	0.00636709431120143
"ENSMUSG00000030110"	51.4509851383946	-4.67329356845745	1.22424644912144	-3.81728170158153	0.000134930081178644	0.00911636626651236
"ENSMUSG00000040552"	148.32774511612	-4.8635573189409	1.28143055170651	-3.79541233230626	0.000147398274734082	0.00945567379722387
"ENSMUSG00000023191"	70.1605249578155	-8.65165742353526	1.70758206429162	-5.06661296370805	4.04956474950975e-07	0.000873428815473108
"ENSMUSG00000057666"	422.27224618711	-3.2625901980618	0.845310180727526	-3.85963670194273	0.000113555719459961	0.00858786294605348
"ENSMUSG00000000184"	334.389724788018	-5.22728428328466	1.08833607096908	-4.80300563651277	1.56301483773235e-06	0.0015112197598337
"ENSMUSG00000030156"	147.72887379857	-3.82496348477062	1.01064580244401	-3.78467260787195	0.000153911056174565	0.00958929892454578
"ENSMUSG00000053063"	96.3319705300747	-4.91657803766305	1.0198628339468	-4.82082283421998	1.42967286186791e-06	0.00143166419192551
"ENSMUSG00000030149"	6.13096595125859	-5.85623830639973	1.55198404135418	-3.77338822459145	0.000161045388765711	0.00977392133247137
"ENSMUSG00000108238"	14.2712067660467	-5.59755809356326	1.45101276947167	-3.85769044306991	0.000114463486804835	0.0086044013579645
"ENSMUSG00000030237"	9.44648184152677	-6.48258574557935	1.51227560651519	-4.28664306800365	1.81393395643283e-05	0.00442268645255828
"ENSMUSG00000109860"	76.6821851157844	-4.8929878990934	1.19356033020055	-4.09948938087718	4.14062667267061e-05	0.00567372106619665
"ENSMUSG00000049130"	39.2101019908167	-7.07145527719228	1.52113481011001	-4.64880247969664	3.33867737408377e-06	0.00212757215663488
"ENSMUSG00000046223"	41.5321521853179	-4.81067685412712	1.26143419098357	-3.81365662078346	0.000136925682595745	0.00911938055653705
"ENSMUSG00000064254"	37.9345942869364	-5.50919444621177	1.34857540109046	-4.08519571227314	4.40396801936579e-05	0.00585226821303306
"ENSMUSG00000036931"	15.0428913735233	-7.1555878325478	1.67573990086272	-4.27010649377264	1.95379654576035e-05	0.00452747945013012
"ENSMUSG00000064023"	12.937695277309	-6.93524419196691	1.7247284145494	-4.02106449540858	5.79357385429681e-05	0.00638417773092795
"ENSMUSG00000019539"	172.158588492935	-5.11315315888104	1.23192771833229	-4.15053016730795	3.31706043289474e-05	0.00513851146286937
"ENSMUSG00000003873"	146.8848573864	-5.2057196556807	1.08625681683008	-4.79234705368482	1.64841429412603e-06	0.00154066294643333
"ENSMUSG00000030447"	172.96179754441	-4.35634730497476	1.03297672312411	-4.21727538235279	2.47271927627234e-05	0.00467544597970478
"ENSMUSG00000015133"	56.8272423922534	-6.33626641543023	1.41206128438114	-4.48724604627003	7.21497343544625e-06	0.00311231754086888
"ENSMUSG00000005533"	267.276207087727	-4.0484469757022	1.00566886497824	-4.02562624407171	5.68238842660162e-05	0.00636709431120143
"ENSMUSG00000030605"	152.232550486291	-5.44098813377103	1.32737246122241	-4.09906660920197	4.14819650690222e-05	0.00567372106619665
"ENSMUSG00000032875"	45.2110699845234	-6.70957281243028	1.53713754430615	-4.36497881226297	1.27135080794162e-05	0.00381789274995353
"ENSMUSG00000070423"	25.1094429088803	-6.42011286174403	1.64200561767147	-3.90992137459823	9.23261681017371e-05	0.00787313467877225
"ENSMUSG00000043366"	16.5147591990723	-7.28880468262868	1.71693442875723	-4.24524347613238	2.18356189019646e-05	0.00463824938175897
"ENSMUSG00000030921"	49.4359980676189	-4.83460062052333	1.19516876910906	-4.04511960610156	5.22964174502598e-05	0.0062133019020671
"ENSMUSG00000030707"	17.3450846899985	-5.3183083847508	1.40428634797138	-3.78719653041817	0.000152356591164151	0.00955377306618085
"ENSMUSG00000030793"	71.3558287568009	-4.3095438807463	1.04380145336652	-4.12870078581224	3.64818782252128e-05	0.00534492928781962
"ENSMUSG00000030782"	31.1302532601471	-4.35741153105569	1.14313340418118	-3.8118136650699	0.000137950856084813	0.00914421762118692
"ENSMUSG00000042105"	196.569531785574	-4.39940042203656	1.07255889345284	-4.10177981730567	4.09984316029772e-05	0.00567372106619665
"ENSMUSG00000030849"	73.8642361259792	-4.94353452734411	1.30242249246123	-3.79564584914542	0.000147259590783372	0.00945567379722387
"ENSMUSG00000058325"	142.828808785195	-4.35912496850933	1.07650029748234	-4.04934859628389	5.13603926535837e-05	0.00615182283210401
"ENSMUSG00000031097"	15.0849016928381	-7.15729854804149	1.73425130841196	-4.12702502418485	3.67486417965881e-05	0.00534492928781962
"ENSMUSG00000048583"	124.218514188729	-4.78146362193571	1.24687791155712	-3.83474883757027	0.000125692666530679	0.00909668816607851
"ENSMUSG00000019806"	149.837343108255	-4.43734357236445	0.94490464923381	-4.6960754992184	2.65207549266136e-06	0.00186069259461074
"ENSMUSG00000015501"	91.4154075290981	-5.5580858575979	1.2671647126576	-4.38623787584886	1.15327995108349e-05	0.00371687546533679
"ENSMUSG00000019850"	271.77039343554	-4.41709878498586	0.937782973835705	-4.71015033139183	2.47534141382482e-06	0.00182647626058511
"ENSMUSG00000019998"	345.43941702276	-3.7552910035761	0.996887418213244	-3.76701614943324	0.000165210317663056	0.00991934067870328
"ENSMUSG00000103931"	8.24311701366871	-6.28610519682607	1.57687751375681	-3.98642579527297	6.70760926637818e-05	0.0069849388144389
"ENSMUSG00000019880"	6.42642194473646	-5.9290344830489	1.57468275345154	-3.76522475403574	0.000166399337056756	0.00996728468494101
"ENSMUSG00000038151"	21.920161418214	-6.9660657837709	1.62045290559508	-4.29883877508476	1.71695307941676e-05	0.00426032277820942
"ENSMUSG00000111116"	39.725842428146	-7.82855342079737	1.64279892585982	-4.76537529795377	1.88502452364566e-06	0.00165169383182815
"ENSMUSG00000020097"	291.141592665615	-4.56186794979917	1.18673946865785	-3.84403491269945	0.000121027776358631	0.00888350215005142
"ENSMUSG00000020092"	60.7146033075991	-5.47371091042346	1.34925933467394	-4.0568264156173	4.97440242255859e-05	0.00609710185482581
"ENSMUSG00000001435"	44.3979103298923	-5.06141822700128	1.2431585128885	-4.07141822585519	4.67277665163662e-05	0.00595545384251087
"ENSMUSG00000015312"	350.942882974172	-4.03180684472111	0.985399515682508	-4.09154538900762	4.28508053505025e-05	0.00582480808091523
"ENSMUSG00000020255"	700.372999112134	-4.0828777743189	0.9187321391845	-4.44403499146445	8.8287236072845e-06	0.00338338158835311
"ENSMUSG00000035620"	102.030091141918	-3.91623178216355	1.01796367792148	-3.8471232983085	0.000119512832205607	0.00881847447950792
"ENSMUSG00000020019"	25.647516362171	-4.62524138278809	1.14030227658879	-4.05615377408915	4.98874217712901e-05	0.00609710185482581
"ENSMUSG00000035948"	27.2335789309086	-5.59483185485234	1.36876086754407	-4.08751593321848	4.36016739401229e-05	0.00585226821303306
"ENSMUSG00000008206"	28.4710101563902	-3.99613045299615	1.02568293220759	-3.896068002609	9.77669492173129e-05	0.0080523565549918
"ENSMUSG00000031502"	361.511640813832	-5.34317471562821	1.25610433096643	-4.25376665289995	2.10204353359081e-05	0.00460400431642618
"ENSMUSG00000031451"	140.902020185757	-5.87007335448381	1.34801914636449	-4.35459197320378	1.33314999774884e-05	0.00385362812235875
"ENSMUSG00000031538"	122.348349385462	-5.78195767695567	1.11259449855923	-5.19682389625609	2.02722238573107e-07	0.00063910402439501
"ENSMUSG00000085795"	14.6870131513697	-6.38591937984645	1.66765221588957	-3.82928725725948	0.000128514926462754	0.00911636626651236
"ENSMUSG00000039328"	28.9210506969581	-5.65026526040945	1.39797105911421	-4.04176125361966	5.30512316943257e-05	0.0062637890381461
"ENSMUSG00000031594"	52.5051223500352	-5.59503220877793	1.4743069320366	-3.79502536900439	0.000147628360194993	0.00945567379722387
"ENSMUSG00000110231"	43.2735282946216	-5.17434809182844	1.36784796364581	-3.78283861171012	0.000155049952680524	0.00961824252922395
"ENSMUSG00000031633"	563.82817169776	-4.89703861408337	1.27192907906018	-3.85008778767898	0.000118075496105853	0.0087817475737719
"ENSMUSG00000031562"	114.340320108299	-5.72485593055094	1.15892763108775	-4.93978724553983	7.82078558463392e-07	0.0010442238428931
"ENSMUSG00000055148"	517.478948913861	-3.686658026276	0.948414832668281	-3.88717879485701	0.000101416054779414	0.00818435668903032
"ENSMUSG00000031791"	44.4186088619552	-5.43108849337169	1.33233167769218	-4.0763787158309	4.57424968842247e-05	0.0058906760463689
"ENSMUSG00000005413"	112.361899224635	-5.34759009559971	1.36474370157902	-3.91838415477757	8.91445545528503e-05	0.00780778780075968
"ENSMUSG00000052837"	407.331486943425	-5.86167749769581	1.42081521138042	-4.1255734389279	3.69812148021329e-05	0.00534492928781962
"ENSMUSG00000031659"	225.320463257927	-4.38979412474472	1.14992309551812	-3.8174675696611	0.000134828503220522	0.00911636626651236
"ENSMUSG00000036564"	284.558858647328	-4.74003494690947	1.14620208508111	-4.13542690997117	3.54295369401612e-05	0.00525613114426021
"ENSMUSG00000031880"	51.9464039927958	-6.89889067960614	1.39461281877277	-4.94681433207894	7.54378673291981e-07	0.0010442238428931
"ENSMUSG00000095941"	19.7208288780266	-6.81254572352343	1.63176268841196	-4.17496108466204	2.9803699668139e-05	0.00489412729891003
"ENSMUSG00000041515"	36.3121317485022	-5.6595652755737	1.45423789686042	-3.89177402665152	9.95139098088861e-05	0.00811125150328883
"ENSMUSG00000097336"	23.2654683905343	-5.7753821248372	1.35825675271143	-4.25205478515608	2.11818023759398e-05	0.00460400431642618
"ENSMUSG00000031987"	73.472067817724	-4.61181410301246	1.12738217561277	-4.0907282399651	4.30020782748833e-05	0.00582480808091523
"ENSMUSG00000021752"	77.8674531903701	-4.07003021397565	1.02346798654159	-3.97670495559783	6.98767747420312e-05	0.00701269482213732
"ENSMUSG00000095280"	1061.1976201906	-6.07711724211718	1.44615620568493	-4.20225506638057	2.64269121568468e-05	0.0047498986536271
"ENSMUSG00000021994"	41.018517655642	-4.70411481230793	1.23826074986286	-3.79896949235361	0.0001452989744826	0.00942469911273409
"ENSMUSG00000006526"	46.9673107855477	-4.57240606340403	1.0350537709879	-4.41755413251616	9.98240746999013e-06	0.00345551509939572
"ENSMUSG00000021910"	258.291160610658	-3.99056322151749	1.04256271676518	-3.82764811876186	0.000129373531577315	0.00911636626651236
"ENSMUSG00000021943"	37.3852634597582	-7.74155319863997	1.65134557063324	-4.6880273495216	2.75851159757534e-06	0.00186069259461074
"ENSMUSG00000037824"	68.0069422585461	-5.9194928634853	1.53375600793658	-3.85947493138039	0.000113630912407213	0.00858786294605348
"ENSMUSG00000104876"	13.4463364401094	-6.99277737152774	1.67830567599535	-4.16656957760721	3.09217545201948e-05	0.00495437185709567
"ENSMUSG00000000957"	50.9068157898043	-3.88806626664431	0.937924059600838	-4.14539559663177	3.39227539018997e-05	0.00513912644094179
"ENSMUSG00000022175"	36.7651006052427	-5.94891496222244	1.52784885999808	-3.89365408973105	9.87454292620049e-05	0.00807207898273281
"ENSMUSG00000022199"	55.5745979247366	-5.01074811957944	1.16266670420393	-4.30970294535979	1.63473980892928e-05	0.00421153178906796
"ENSMUSG00000022216"	728.499817654672	-4.90399405063492	1.18332146856432	-4.14426187719281	3.40909988949382e-05	0.00513912644094179
"ENSMUSG00000079197"	1002.75489948009	-5.0372357961748	1.26823392120321	-3.97185070668653	7.13164113098629e-05	0.00706586875165104
"ENSMUSG00000054509"	27.5425267515618	-5.30961695574481	1.31563994420236	-4.03576752069799	5.44240864958212e-05	0.00633899610130345
"ENSMUSG00000091649"	22.4913149407071	-4.62240736382171	1.21162879580168	-3.81503590855423	0.00013616313202868	0.00911636626651236
"ENSMUSG00000021998"	111.550592388349	-4.56281623012266	1.03698449050871	-4.40008145915885	1.08210249580991e-05	0.00352803161395513
"ENSMUSG00000044350"	136.592537208467	-4.13290844674022	1.09189095272116	-3.78509267472212	0.000153651308783527	0.00958929892454578
"ENSMUSG00000063410"	105.713410454303	-4.50332577659158	1.00626162839991	-4.47530309165466	7.63029922954644e-06	0.00319322328503362
"ENSMUSG00000097312"	162.088568823148	-5.37649469477784	1.37036644665609	-3.92339925419025	8.73082845270514e-05	0.0077318477063595
"ENSMUSG00000091028"	110.258128455671	-5.72808030556293	1.34254262877461	-4.26659100634381	1.98482549576086e-05	0.00456168213734743
"ENSMUSG00000096385"	24.3048502762196	-7.11627226426127	1.68768099825574	-4.21659796585737	2.48015568466001e-05	0.00467544597970478
"ENSMUSG00000095186"	40.1765808499973	-6.53665388253311	1.58300222509715	-4.12927649683623	3.63906561985602e-05	0.00534492928781962
"ENSMUSG00000095891"	214.954721735978	-6.28692771248993	1.40882430599283	-4.46253495609546	8.09957101664508e-06	0.00333976281964281
"ENSMUSG00000037405"	147.870652441247	-4.6342216427973	1.22207124865825	-3.79210430479021	0.000149376145782576	0.00947516950020549
"ENSMUSG00000032194"	42.4856412576153	-5.12709702405465	1.3061406821028	-3.92537886179333	8.65933396373935e-05	0.0077318477063595
"ENSMUSG00000031963"	46.2105220778743	-4.90598163560886	1.03372481154679	-4.74592616991355	2.07554413946216e-06	0.00171165241548175
"ENSMUSG00000033453"	33.9839809292391	-5.92706872836319	1.5192954651886	-3.90119556344982	9.57187834023749e-05	0.00803550589167422
"ENSMUSG00000032035"	88.8405677717504	-4.15838541913839	1.09462473403263	-3.7989141756543	0.000145331403682186	0.00942469911273409
"ENSMUSG00000110914"	13.6433142164435	-6.27597141014012	1.66416897403409	-3.77123447682516	0.000162441945165109	0.00980865615933308
"ENSMUSG00000002033"	20.734786673597	-6.11345614518717	1.61257497728621	-3.79111435517588	0.000149972877641014	0.00947516950020549
"ENSMUSG00000032089"	13.9735332868336	-6.31305950158019	1.60257047175248	-3.93933347260329	8.17082934493109e-05	0.00761402796537284
"ENSMUSG00000032085"	88.9752981203649	-5.90551065383592	1.28734302700647	-4.58736368624945	4.48878327319856e-06	0.00242040373456181
"ENSMUSG00000066687"	151.222907856723	-3.93939429876957	0.989021722138451	-3.98312212016118	6.80157823910741e-05	0.0069849388144389
"ENSMUSG00000102617"	8.52011366031909	-6.33532369586401	1.67631006156822	-3.7793268925065	0.00015725287121696	0.00964816905044279
"ENSMUSG00000037206"	88.784224744201	-5.95392107634088	1.41148834411113	-4.21818649879839	2.46275084744679e-05	0.00467544597970478
"ENSMUSG00000032402"	53.0910463517509	-5.57740516822779	1.22616181648657	-4.54866975405351	5.39860856586169e-06	0.00268422750635101
"ENSMUSG00000032380"	108.589531710443	-5.33644785040645	1.06195222593979	-5.02512986936289	5.03091970199705e-07	0.000974668249950988
"ENSMUSG00000032366"	493.079634101116	-4.75238451932421	1.19486970160092	-3.9773244839641	6.96950306496818e-05	0.00701269482213732
"ENSMUSG00000036030"	112.02254218309	-5.67254445446884	1.15774928851414	-4.89963112976647	9.60167500262997e-07	0.0011705276756467
"ENSMUSG00000032263"	88.9460879341406	-4.16097099369409	1.05507812863747	-3.94375627809438	8.02151822552486e-05	0.00752225249249136
"ENSMUSG00000099974"	126.200183971553	-4.26384368445435	1.08645928331296	-3.9245315033367	8.68986874747718e-05	0.0077318477063595
"ENSMUSG00000032374"	162.410776259213	-4.96691804454704	1.28832699016682	-3.85532406171502	0.000115576426627463	0.00866483269039417
"ENSMUSG00000032547"	194.501990300493	-3.78544147391457	1.00385922845244	-3.77088875274898	0.000162667181928381	0.00980865615933308
"ENSMUSG00000032554"	61.3625202285131	-5.17278467504279	1.2382536850243	-4.17748377218945	2.94751685730104e-05	0.00489026184389727
"ENSMUSG00000020253"	54.0091249309237	-4.89113155272757	1.1452388895257	-4.2708395579836	1.94738472945869e-05	0.00452747945013012
"ENSMUSG00000052911"	357.749888142022	-5.89521511100213	1.21989345966515	-4.83256555258548	1.34784709237357e-06	0.00143085216810176
"ENSMUSG00000043953"	283.257786572086	-4.47280241731679	1.12263995211162	-3.98418246999292	6.77128299050241e-05	0.0069849388144389
"ENSMUSG00000079259"	279.112899572038	-6.39093292708907	1.31095863204088	-4.87500731975024	1.08804420624669e-06	0.00127115297912295
"ENSMUSG00000047409"	97.5034423796877	-4.73851506153398	1.09208296029431	-4.33896987116894	1.43152144425103e-05	0.00401384297753546
"ENSMUSG00000020427"	115.985624677345	-5.74696446635576	1.28223078806307	-4.48200473725724	7.39451018284797e-06	0.00314143440934658
"ENSMUSG00000020422"	67.6414569243474	-6.8694065014921	1.48892589382082	-4.61366581775544	3.95628356078038e-06	0.00222249601767067
"ENSMUSG00000020407"	183.917772340897	-7.4336906278118	1.39054183880998	-5.3458949744177	8.99713693180492e-08	0.000576621758973606
"ENSMUSG00000042363"	106.398959554125	-3.58360991856279	0.930257568893533	-3.85227708797382	0.000117024492422362	0.0087499993147483
"ENSMUSG00000020275"	168.257134714339	-3.97564197068987	0.977653311623366	-4.0665151167835	4.77213910575723e-05	0.00597348251724674
"ENSMUSG00000020282"	35.4577490104288	-5.95044958505948	1.49769393880813	-3.97307449197188	7.0950848056381e-05	0.00705457740657045
"ENSMUSG00000057098"	183.734052787239	-4.38475132546677	1.11371641585264	-3.93704471179039	8.24912414243387e-05	0.00763053768684752
"ENSMUSG00000085784"	23.4346058135624	-6.32027554388065	1.65513628940103	-3.81858314892478	0.000134220345123431	0.00911636626651236
"ENSMUSG00000020387"	63.0103011362171	-4.16628220973607	0.988029677539816	-4.21675816470419	2.47839516727536e-05	0.00467544597970478
"ENSMUSG00000081769"	46.1601923847086	-6.79193857217694	1.4405098147921	-4.71495473507564	2.41764489469677e-06	0.00182647626058511
"ENSMUSG00000018339"	191.486972798362	-5.6994769483028	1.45595699831745	-3.91459154005875	9.05573773278411e-05	0.00782597519050244
"ENSMUSG00000020536"	137.218038772437	-4.82385823131279	1.22839606153126	-3.92695677101047	8.60274355935993e-05	0.0077318477063595
"ENSMUSG00000020902"	79.916639184369	-5.10326046826129	1.30046225246383	-3.92418961687873	8.70221749556263e-05	0.0077318477063595
"ENSMUSG00000040950"	64.1943662475494	-5.4480071608041	1.24806766828841	-4.36515366853102	1.27033423051006e-05	0.00381789274995353
"ENSMUSG00000040938"	11.6174462196619	-6.78117381881949	1.7821933253079	-3.8049597215543	0.000141827267905722	0.00929460866530009
"ENSMUSG00000018920"	304.747316311882	-3.70688362760764	0.882994186933655	-4.19808384071067	2.69182979106915e-05	0.00480428306888076
"ENSMUSG00000020821"	28.295767652797	-5.23517356389471	1.39131140375125	-3.76276191640466	0.000168047165842856	0.00998278492175389
"ENSMUSG00000087107"	24.2082114372566	-6.36711828784268	1.63402363517592	-3.89658885635224	9.75570251773867e-05	0.0080523565549918
"ENSMUSG00000110344"	264.593234377155	-5.42310286131391	1.33915115462256	-4.04965701040853	5.12927545862646e-05	0.00615182283210401
"ENSMUSG00000003948"	20.4626194466528	-5.50624813692602	1.40705605535219	-3.91331114064804	9.1039107768076e-05	0.00782597519050244
"ENSMUSG00000003949"	31.3626107154529	-5.7587813189214	1.51133383942193	-3.81039659717013	0.000138744035190279	0.00917510377995336
"ENSMUSG00000001506"	133.767017212773	-5.4354625896791	1.28034614908026	-4.24530709416644	2.1829424290532e-05	0.00463824938175897
"ENSMUSG00000038437"	46.8582039455736	-5.75921020531835	1.48992656240427	-3.8654322640069	0.000110892622932922	0.00857907807205018
"ENSMUSG00000050538"	47.0480541610364	-5.21908779408224	1.34585442612564	-3.87789919382782	0.000105362354873671	0.00834535330029059
"ENSMUSG00000058756"	89.668091667975	-4.5815335624658	1.18620723253213	-3.86233824648485	0.000112306923719191	0.00857907807205018
"ENSMUSG00000017493"	368.506787188282	-4.48496921541465	1.14214164555532	-3.92680648049918	8.60811850982691e-05	0.0077318477063595
"ENSMUSG00000020913"	8.8654620458448	-6.38820893021088	1.64462395058704	-3.88429764015698	0.000102626125986427	0.00818435668903032
"ENSMUSG00000020923"	134.173431780344	-4.29445892898631	1.00442500641889	-4.27553963864113	1.90674870409031e-05	0.00449271654739398
"ENSMUSG00000034708"	167.914581650015	-5.81362447166322	1.33627444531408	-4.35062160475333	1.35752143564207e-05	0.00388403505448654
"ENSMUSG00000087683"	27.681090519509	-7.30318636095503	1.67534530280887	-4.35921260453624	1.30531253540477e-05	0.00385259559791729
"ENSMUSG00000051043"	13.3750279018268	-6.24842722436887	1.62710186991813	-3.84021882089243	0.000122924692830253	0.00899917875265658
"ENSMUSG00000059923"	80.2169220163669	-3.54562077198792	0.917947628951969	-3.86255235065643	0.000112208509549919	0.00857907807205018
"ENSMUSG00000020773"	27.6574467852901	-5.04024106502239	1.28137424330746	-3.93346525525018	8.3729946762035e-05	0.00768092580456619
"ENSMUSG00000020810"	115.20846612451	-5.03029373197279	1.14288740487553	-4.40139046988676	1.07559360804554e-05	0.00352803161395513
"ENSMUSG00000054418"	28.2269189177661	-7.3330147056098	1.67978418688358	-4.36545049231257	1.2686103352652e-05	0.00381789274995353
"ENSMUSG00000025574"	45.7624712384274	-5.7327734702419	1.41604412048295	-4.04844269138077	5.15595551034075e-05	0.00615182283210401
"ENSMUSG00000053113"	141.144181247989	-5.06992941073967	1.32668464134508	-3.82150305561648	0.000132640770216909	0.00911636626651236
"ENSMUSG00000025578"	30.0226670251064	-5.38775247631223	1.28511191042826	-4.19243836477774	2.75972074513583e-05	0.00480428306888076
"ENSMUSG00000097062"	58.0104374308695	-3.87727064209946	1.01369697765974	-3.8248813279987	0.000130835093230701	0.00911636626651236
"ENSMUSG00000025140"	12.0788580251596	-6.1009915098905	1.59112642268614	-3.83438513929698	0.000125878776291539	0.00909668816607851
"ENSMUSG00000033781"	23.3051498545408	-4.97243007837759	1.28762432745791	-3.86170870831123	0.000112596766308159	0.00857907807205018
"ENSMUSG00000021306"	42.474489378096	-3.72705126776616	0.991155730143702	-3.76030845044481	0.000169703978148726	0.00999649126746248
"ENSMUSG00000006717"	455.19821613791	-5.13018635648064	1.17462405370601	-4.36751345274651	1.25669058199389e-05	0.00381789274995353
"ENSMUSG00000021423"	88.4188702203601	-5.0855999878861	1.21569428775905	-4.1832885447382	2.87322335772409e-05	0.00482409040282788
"ENSMUSG00000021360"	40.2504607261052	-4.33926410010022	1.100191002716	-3.94410069650455	8.00999977462503e-05	0.00752225249249136
"ENSMUSG00000021367"	11.9242747934174	-6.81764128642949	1.71149646455433	-3.98343872022242	6.79251925682069e-05	0.0069849388144389
"ENSMUSG00000038175"	61.8180086278612	-4.54083591344315	1.10285141779548	-4.1173596371848	3.83237792231425e-05	0.00551056638788561
"ENSMUSG00000037966"	77.8619877207861	-5.48501404478873	1.31856043899446	-4.15985030536151	3.1845624431181e-05	0.00504919698405335
"ENSMUSG00000044258"	113.580728663384	-6.83811659905315	1.48226085418261	-4.61330175438251	3.96322268567116e-06	0.00222249601767067
"ENSMUSG00000021466"	332.180057571355	-4.62012981351947	1.22590403839182	-3.76875323747224	0.000164064981456058	0.00987171247864035
"ENSMUSG00000033114"	58.672165434609	-4.91764116694233	1.26602697651255	-3.8843099382358	0.00010262093201288	0.00818435668903032
"ENSMUSG00000021608"	43.4069025364847	-4.271696745763	1.13505179041907	-3.76343774074472	0.000167593465379849	0.00997697064922632
"ENSMUSG00000021583"	219.126224608126	-3.88292923992061	0.927849230591775	-4.18487089485876	2.85328220757073e-05	0.0048194686637395
"ENSMUSG00000041773"	122.267037274505	-7.37466297252411	1.43153789189575	-5.15156672713569	2.58319280755519e-07	0.000658455846645819
"ENSMUSG00000086649"	126.158835811651	-4.58051816247029	1.02948554929571	-4.44932730294651	8.61396608146753e-06	0.0033814596126246
"ENSMUSG00000021754"	139.777086428701	-3.58811515348337	0.923611925485454	-3.88487313175113	0.00010238333839972	0.00818435668903032
"ENSMUSG00000020605"	11.8480332072078	-6.81037071493028	1.79848713892514	-3.78672194397813	0.000152647752546418	0.00955377306618085
"ENSMUSG00000054364"	101.245695067052	-5.65652795953176	1.41270501071547	-4.00404041652474	6.22697190674199e-05	0.00667815745626102
"ENSMUSG00000048387"	44.5851499904504	-5.09618995311285	1.1841798427001	-4.30356080162016	1.68074694296598e-05	0.00424562734538947
"ENSMUSG00000037169"	76.0732265148046	-5.77325049191143	1.50560992843496	-3.83449284099272	0.000125823636695612	0.00909668816607851
"ENSMUSG00000073197"	29.4131354581164	-3.90928383279826	1.03235276305603	-3.78677131761218	0.000152617437157676	0.00955377306618085
"ENSMUSG00000020672"	35.4842422685064	-6.89391729438028	1.66298921345912	-4.1454973000339	3.39076996335785e-05	0.00513912644094179
"ENSMUSG00000002900"	723.800450078627	-4.78576059310096	1.16488182174253	-4.10836576189506	3.98468698801378e-05	0.00558633192284592
"ENSMUSG00000052125"	13.6981312837344	-7.01893013826888	1.53328935710444	-4.57769442261301	4.7012877391135e-06	0.00244110012809266
"ENSMUSG00000021025"	769.12836777612	-5.56063125968329	1.41912632078216	-3.91834833746055	8.91577992651341e-05	0.00780778780075968
"ENSMUSG00000021069"	110.504735816838	-4.42460459024156	1.0559567730894	-4.19013798954718	2.78784863838941e-05	0.00480428306888076
"ENSMUSG00000019718"	24.9335993516282	-5.43150766875143	1.41072528022234	-3.85015264481217	0.000118044233021464	0.0087817475737719
"ENSMUSG00000021109"	311.014468827269	-4.41575052401331	1.16202457107917	-3.80004918477105	0.000144667371848469	0.00942469911273409
"ENSMUSG00000052609"	23.4415646985925	-5.70618566988383	1.42632427755951	-4.00062297169007	6.31759463753747e-05	0.0067353245643313
"ENSMUSG00000002020"	21.740815818081	-4.63406619065601	1.17045420318066	-3.95920334009066	7.52001908917979e-05	0.00727675719233057
"ENSMUSG00000034168"	38.4546983092148	-7.04061300378832	1.69472844679311	-4.15441955736985	3.26114318072479e-05	0.00508514304828188
"ENSMUSG00000021190"	116.577789508574	-3.94855179021013	1.01359382121681	-3.89559575794367	9.79576505018386e-05	0.0080523565549918
"ENSMUSG00000041359"	58.4317623726843	-6.08145305807472	1.40480980064364	-4.32902237391026	1.49772718818192e-05	0.00403795890667624
"ENSMUSG00000021277"	87.9672596251668	-3.13609064033164	0.749013775614104	-4.18695989637895	2.82715755328409e-05	0.00480428306888076
"ENSMUSG00000039942"	33.9428221845109	-4.02714858238423	1.03348416944079	-3.89667176475795	9.75236491968833e-05	0.0080523565549918
"ENSMUSG00000051920"	26.5443336186287	-5.1751726270855	1.22394323218475	-4.22827831471218	2.35486384963587e-05	0.00467544597970478
"ENSMUSG00000038679"	86.2109504805418	-5.17518626360683	1.09868110884183	-4.71036247183885	2.47276614269201e-06	0.00182647626058511
"ENSMUSG00000022425"	76.8787319212033	-5.26613303901921	1.18896830681992	-4.42916182779024	9.46000213620542e-06	0.00341829962454839
"ENSMUSG00000101892"	153.011720909673	-4.88252676580213	1.18339129914552	-4.12587685014046	3.69324870354075e-05	0.00534492928781962
"ENSMUSG00000022359"	177.805325496901	-3.96053528996554	0.935628266829708	-4.23302227003622	2.30571663107257e-05	0.00467544597970478
"ENSMUSG00000022346"	135.787914521647	-4.88612708738377	1.28099368266183	-3.81432567038949	0.000136555291983851	0.00911636626651236
