"Gene"	"log2FoldChange"	"lfcSE"	"stat"	"pvalue"	"padj"
"ENSMUSG00000026879"	3083.13860005309	-4.69899103918866	1.24175950373923	-3.784139380483	0.000154241371481513	0.00958929892454578
"ENSMUSG00000026751"	14.7672616741228	-6.3950091593847	1.57329362991885	-4.06472703999604	4.80887077945561e-05	0.00597421984673501
"ENSMUSG00000086644"	32.0289137943104	-4.89330275043961	1.19093929917951	-4.10877595005119	3.97761729062222e-05	0.00558633192284592
"ENSMUSG00000097857"	24.9733304783416	-6.41289109088662	1.63118475154783	-3.93143148549018	8.44415622359766e-05	0.00768719793355372
"ENSMUSG00000026832"	22.6525173254801	-4.96616085422043	1.25672515021532	-3.95166823339976	7.76082845787749e-05	0.00742682147202823
"ENSMUSG00000026896"	190.090143287786	-5.16023595481644	1.21709645701056	-4.2397921094036	2.23726886635498e-05	0.00467544597970478
"ENSMUSG00000103747"	14.7560669880438	-5.6781932516356	1.41829300587821	-4.00354033200612	6.24015568864933e-05	0.00667815745626102
"ENSMUSG00000006494"	137.531027383295	-5.25419152506033	1.24107324270227	-4.23358698284401	2.29993166598757e-05	0.00467544597970478
"ENSMUSG00000044033"	144.345651831801	-3.91319763590717	0.984368652031956	-3.97533751997228	7.02795122871924e-05	0.00701269482213732
"ENSMUSG00000048388"	33.3234389190104	-4.62049729964723	1.18200136411772	-3.90904565757087	9.26614516921018e-05	0.00787313467877225
"ENSMUSG00000027074"	102.896731193966	-4.08234375219276	1.02612490801553	-3.97840820381973	6.93781868079647e-05	0.00701269482213732
"ENSMUSG00000027230"	30.2713497394505	-5.15006426438102	1.34661150163115	-3.82446181258868	0.000131058056707185	0.00911636626651236
"ENSMUSG00000075015"	3853.25199762542	-6.0087588722884	1.40246419080196	-4.28442944333037	1.83208736702148e-05	0.00442843945550994
"ENSMUSG00000075014"	25827.416790506	-6.09490661981609	1.40701489284669	-4.33179964960057	1.47895492285444e-05	0.00402605991086561
"ENSMUSG00000005087"	34.1231528062829	-6.31060525096706	1.39124004664282	-4.5359571600854	5.73428200628704e-06	0.00272514463007258
"ENSMUSG00000016458"	61.7848724681809	-4.39018315450952	1.15032743884957	-3.81646390952833	0.000135377866259978	0.00911636626651236
"ENSMUSG00000040152"	94.8036878779729	-3.06009505583366	0.790460684449564	-3.87128052796776	0.000108265109117823	0.00852709380492874
"ENSMUSG00000027293"	113.475879910497	-4.25242448102115	1.02230374870285	-4.15964872125025	3.18737425078442e-05	0.00504919698405335
"ENSMUSG00000027200"	73.9967503593844	-3.59498928000061	0.938356765223719	-3.83115400584714	0.000127543637184857	0.00911636626651236
"ENSMUSG00000091337"	130.759486844186	-5.11547148297963	1.3008492097553	-3.9324092635932	8.4098727558109e-05	0.00768092580456619
"ENSMUSG00000074796"	16.3495060156799	-7.27582188979323	1.59119290422921	-4.57255802891963	4.81805729000067e-06	0.00245624560644234
"ENSMUSG00000027330"	20.8850568312353	-5.67273855133811	1.4248051801014	-3.98141348063769	6.85066576543634e-05	0.0069849388144389
"ENSMUSG00000027340"	144.389570568344	-3.88350275636381	0.931469771761097	-4.16922038062643	3.05643342416169e-05	0.00494885316387298
"ENSMUSG00000087594"	33.7236086309616	-5.03733986009153	1.25289608228683	-4.02055679741387	5.80607482929714e-05	0.00638417773092795
"ENSMUSG00000032852"	37.7582619561158	-5.71714021224488	1.47511011168699	-3.87573793098506	0.00010630204818103	0.00839606515196592
"ENSMUSG00000032715"	10.9119057466992	-6.69147524895085	1.73194203468325	-3.8635676685188	0.000111742919645658	0.00857907807205018
"ENSMUSG00000051817"	14.6047211798828	-7.11285639311006	1.72969332827461	-4.11220664197462	3.91895280502917e-05	0.00556531441086916
"ENSMUSG00000027611"	13.9367267611876	-7.04458157264437	1.74662842341669	-4.03324569679452	5.50117084913725e-05	0.00636709431120143
"ENSMUSG00000044349"	88.8967420891016	-4.15371417054936	1.07651186352285	-3.85849363234741	0.00011408803969338	0.00859923264774914
"ENSMUSG00000074622"	41.001843398163	-7.87552113001214	1.59294616949028	-4.94399702943648	7.65368700089115e-07	0.0010442238428931
"ENSMUSG00000035226"	16.0141501634168	-6.51073888106428	1.62438855185433	-4.00811669943863	6.12048762901007e-05	0.00660047510114667
"ENSMUSG00000017002"	126.35740819368	-10.2246446388219	1.61559939912165	-6.32870044664581	2.47234538863227e-10	6.93220923518602e-06
"ENSMUSG00000017009"	589.565939539408	-7.24510360889894	1.42903630884249	-5.06992269130478	3.97977326041658e-07	0.000873428815473108
"ENSMUSG00000056501"	43.6052965426747	-5.6801506672923	1.3901307901903	-4.08605485712226	4.3877008347382e-05	0.00585226821303306
"ENSMUSG00000016344"	92.7093520499979	-5.34240506586462	1.30165168023022	-4.10432771455397	4.05492322439326e-05	0.00565651702929167
"ENSMUSG00000031169"	17.7881477436755	-6.66476154125368	1.56861648003657	-4.24881519866368	2.14904108976942e-05	0.00463515100892652
"ENSMUSG00000058254"	25.0588658373796	-6.41803204702779	1.66172309773371	-3.86227528267546	0.00011233588087246	0.00857907807205018
"ENSMUSG00000036782"	54.9728515764352	-5.42757502759704	1.29592661116783	-4.18818085902718	2.81199389126764e-05	0.00480428306888076
"ENSMUSG00000031093"	164.68760496995	-4.35934427861278	1.03478674865338	-4.21279484327164	2.52230143200823e-05	0.00468362979152839
"ENSMUSG00000050379"	27.2062048654152	-3.67932130150694	0.907228229264548	-4.05556306872154	5.00136747605099e-05	0.00609710185482581
"ENSMUSG00000053909"	255.819367902039	-5.07508231613534	1.16307417473888	-4.36350701130024	1.27993836618864e-05	0.00381789274995353
"ENSMUSG00000031109"	35.373190483211	-6.91208773952286	1.45475493888377	-4.7513760254538	2.02037016572164e-06	0.00171165241548175
"ENSMUSG00000023092"	82.3002312652068	-5.50511811655573	1.39086041992367	-3.95806655915758	7.55589048109695e-05	0.00727675719233057
"ENSMUSG00000045179"	11.6580254529703	-6.78661575976131	1.71349030958657	-3.96069690140167	7.47313415423916e-05	0.00727566696356639
"ENSMUSG00000058328"	175.368069507317	-4.78192030801098	1.08176127540593	-4.42049499896968	9.8475064835301e-06	0.00345551509939572
"ENSMUSG00000072479"	115.379352909457	-4.33054138274851	1.02941008694863	-4.2068184853182	2.58990996939259e-05	0.00474630625044436
"ENSMUSG00000031386"	207.632050104282	-4.15354087010668	0.984026165410858	-4.2209658808945	2.43257757404663e-05	0.00467544597970478
"ENSMUSG00000031328"	494.819853480494	-4.31514151444567	1.02299702388552	-4.21813691896777	2.4632923101153e-05	0.00467544597970478
"ENSMUSG00000008682"	1135.39241557558	-4.35833692952998	1.13360083483158	-3.84468394483627	0.000120707912106935	0.00888327860253636
"ENSMUSG00000015289"	117.612634617104	-5.17723049421198	1.32921447288757	-3.89495495257813	9.82169814118619e-05	0.0080523565549918
"ENSMUSG00000004221"	49.7997381622753	-3.77684645672026	0.989703107098062	-3.81614085035508	0.000135555143983637	0.00911636626651236
"ENSMUSG00000047996"	30.9868621768301	-4.61056127723068	1.17356542610173	-3.92867851649799	8.54139333871334e-05	0.0077318477063595
"ENSMUSG00000025058"	18.7660762318925	-7.47338513400979	1.6575286958547	-4.50875158463315	6.52102087291222e-06	0.00292143009434859
"ENSMUSG00000035427"	271.727415095597	-5.52687949943374	1.36016687154599	-4.06338340908993	4.83664861517475e-05	0.00597421984673501
"ENSMUSG00000082033"	214.246396555735	-5.50057012302438	1.4040191872855	-3.91773144757306	8.93862079262405e-05	0.00780778780075968
"ENSMUSG00000078122"	12.6618420169023	-6.90553031777946	1.6678884008521	-4.14028319535739	3.4687731758167e-05	0.00517345378067683
"ENSMUSG00000046532"	246.948628158573	-4.0749618932548	1.01278396995108	-4.02352526714222	5.73334299103466e-05	0.00636709431120143
"ENSMUSG00000031221"	139.022210451745	-3.69654469611085	0.972015381161353	-3.8029693436479	0.000142972053757601	0.00934450679559296
"ENSMUSG00000031311"	228.282336583671	-4.23356422637957	1.07550528054493	-3.93634908443642	8.27306058276559e-05	0.00763053768684752
"ENSMUSG00000033792"	110.462424848957	-4.48062012543185	1.11626365158184	-4.0139443034649	5.97124422400161e-05	0.00649430236854253
"ENSMUSG00000031245"	210.948665604966	-5.00814553810912	1.22673295895156	-4.08250671147644	4.45525249816842e-05	0.00585984725533082
"ENSMUSG00000048621"	177.371630571375	-5.31436030861703	1.35489198706439	-3.92234979567007	8.76895599209074e-05	0.0077318477063595
"ENSMUSG00000031253"	35.816805889591	-5.96633125746305	1.58060472881306	-3.77471429048768	0.000160191154634616	0.00974316656138825
"ENSMUSG00000049804"	47.7225665238598	-6.08552264175448	1.26041623055973	-4.82818492352483	1.37783118295045e-06	0.00143085216810176
"ENSMUSG00000033460"	74.8605026570479	-5.57066584365151	1.45836830697138	-3.81979354393693	0.000133563422010215	0.00911636626651236
"ENSMUSG00000031431"	723.369803487496	-5.29855400011267	1.25309889077656	-4.22836061791509	2.35400275760515e-05	0.00467544597970478
"ENSMUSG00000000266"	56.5759860592428	-4.88926662758285	1.28168357394418	-3.81472207881771	0.00013633628297085	0.00911636626651236
"ENSMUSG00000085146"	78.7412654358165	-5.5421835420061	1.31282732448229	-4.2215632160091	2.42613891576993e-05	0.00467544597970478
"ENSMUSG00000042386"	205.348795104113	-4.04202235286511	1.05883335111989	-3.81743014478152	0.000134848950334588	0.00911636626651236
"ENSMUSG00000031274"	189.098445584771	-4.42443226781506	1.03458292809029	-4.27653709305064	1.8982294061187e-05	0.00449271654739398
"ENSMUSG00000047045"	47.5355091596605	-4.57615786871491	1.19449893530007	-3.83102716417687	0.000127609414565373	0.00911636626651236
"ENSMUSG00000041688"	70.0982870655354	-8.65040195532094	1.66526236601952	-5.19461805649161	2.05140562058386e-07	0.00063910402439501
"ENSMUSG00000025272"	74.005950682665	-4.73112009145428	1.17820553538784	-4.01553035472449	5.93122638903723e-05	0.00649430236854253
"ENSMUSG00000041649"	158.75626113749	-5.52112782203057	1.42826367536682	-3.865622235763	0.000110806335074613	0.00857907807205018
"ENSMUSG00000031357"	231.686034463968	-3.91926291168792	0.973683175099115	-4.02519321676578	5.69285532759047e-05	0.00636709431120143
"ENSMUSG00000031342"	111.0684821499	-4.89440670189902	1.21430340825266	-4.03062913983078	5.56277554563293e-05	0.00636709431120143
"ENSMUSG00000044583"	58.9286579790008	-6.72390657447082	1.37085172391063	-4.90491163791917	9.34694070514863e-07	0.0011705276756467
"ENSMUSG00000037111"	79.4535756006904	-4.83392787071769	1.24550575157322	-3.88109638563441	0.000103986615621602	0.00825971874054984
"ENSMUSG00000044167"	296.464615082736	-4.45386794794342	1.06141585769709	-4.19615734553544	2.71481678157833e-05	0.00480428306888076
"ENSMUSG00000027995"	51.753741243066	-7.47247551185158	1.64359705001574	-4.54641574817868	5.45671984956695e-06	0.00268422750635101
"ENSMUSG00000074466"	24.8556210056857	-5.9352524153566	1.51554011165091	-3.91626217592565	8.99324462024464e-05	0.00782597519050244
"ENSMUSG00000015850"	29.6270578876023	-7.40432521572493	1.67214364120418	-4.42804375968129	9.50916119386476e-06	0.00341829962454839
"ENSMUSG00000015749"	196.908161691949	-5.13314220200901	1.15413488544211	-4.44761029820416	8.68308756050398e-06	0.0033814596126246
"ENSMUSG00000053398"	57.4370140193506	-3.64239390922706	0.9548059732165	-3.81480008651052	0.000136293224011747	0.00911636626651236
"ENSMUSG00000027858"	35.0730898422894	-4.95887504470755	1.11280645195771	-4.45618825806018	8.34297745068648e-06	0.0033814596126246
"ENSMUSG00000053931"	414.626289907866	-4.7070865032015	1.25038739703576	-3.76450251686828	0.000166880987528013	0.00996728468494101
"ENSMUSG00000027997"	117.047236710363	-3.25392412942234	0.861308981383871	-3.77788250181049	0.000158167466084785	0.0096830951562255
"ENSMUSG00000028032"	135.104811838785	-5.23548209661717	1.36853219180134	-3.82561851886431	0.000130444157731875	0.00911636626651236
"ENSMUSG00000106149"	13.2215021986887	-6.9666682496517	1.71839185804944	-4.05417903781248	5.03106744218622e-05	0.00610675757625366
"ENSMUSG00000028149"	78.9860887655595	-4.4460092882884	0.978795754503576	-4.54232588140241	5.56369453767548e-06	0.00268966260589453
"ENSMUSG00000052430"	16.3111682300559	-5.15960151880308	1.35129210570195	-3.81827252378037	0.000134389422299193	0.00911636626651236
"ENSMUSG00000028268"	103.68789767202	-6.69744843792487	1.51153595882103	-4.43088925462861	9.38452790437349e-06	0.00341829962454839
"ENSMUSG00000028195"	374.962600763068	-4.68307323115743	1.22535193295309	-3.82181894459598	0.000132470938439205	0.00911636626651236
"ENSMUSG00000028194"	137.319863480714	-4.84101931045163	1.09836654267763	-4.40747157014637	1.04584323116784e-05	0.00352803161395513
"ENSMUSG00000036832"	44.8460604046938	-4.35494879585305	1.13174409394134	-3.84799781078316	0.000119087117330461	0.00881024718424485
"ENSMUSG00000041135"	104.557808612611	-5.14371868641783	1.27280542338885	-4.0412451046309	5.31681511850912e-05	0.0062637890381461
"ENSMUSG00000028226"	15.3572075099932	-6.448116933503	1.62090466865228	-3.97809757612973	6.94688644674334e-05	0.00701269482213732
"ENSMUSG00000028459"	57.9022033503618	-4.64178243107988	1.21051258689979	-3.83455941004943	0.000125789566993753	0.00909668816607851
"ENSMUSG00000028464"	413.505100396235	-6.86212046646714	1.29816130215971	-5.28603067665849	1.24998941060596e-07	0.000584140884733007
"ENSMUSG00000008575"	282.699133847646	-4.40267013097052	1.07804272319079	-4.0839477288428	4.42769946652137e-05	0.00585605025197136
"ENSMUSG00000035275"	81.3839581378	-4.80544143983933	1.20687312845345	-3.98172875552981	6.84158308326478e-05	0.0069849388144389
"ENSMUSG00000028601"	56.2309538960977	-6.5699875456946	1.5159461303982	-4.33391887346871	1.46478172551247e-05	0.00402605991086561
"ENSMUSG00000006395"	37.904953555479	-4.7188878615918	1.19815758529123	-3.93845343844716	8.20085040672848e-05	0.00761402796537284
"ENSMUSG00000028654"	13.1537137875563	-6.22353543999783	1.63539598836056	-3.80552201686439	0.000141505425422838	0.00929460866530009
"ENSMUSG00000047945"	285.503321060212	-5.26076196472074	1.27950603130725	-4.1115569883996	3.92999840704766e-05	0.00556531441086916
"ENSMUSG00000050966"	35.4351916948911	-6.92186928245735	1.64681625747607	-4.20318250505123	2.6318821683064e-05	0.0047498986536271
"ENSMUSG00000000682"	140.834295868895	-4.5877949808866	0.989750397480586	-4.635305014845	3.56411546155461e-06	0.00216012055520721
"ENSMUSG00000037306"	45.7699600978028	-4.3590014503909	1.12760615247393	-3.86571272321226	0.000110765256669558	0.00857907807205018
"ENSMUSG00000059713"	111.489528689744	-5.368834091362	1.2948812045578	-4.14619817823015	3.38041271559634e-05	0.00513912644094179
"ENSMUSG00000036887"	33.7951168899843	-7.59533353191367	1.61746457950113	-4.69582680707374	2.65530458513205e-06	0.00186069259461074
"ENSMUSG00000041120"	140.302034578825	-5.62949594279627	1.49681216530227	-3.76099023865124	0.000169242035153548	0.00999649126746248
"ENSMUSG00000028591"	119.45131401955	-4.82571011719414	1.26829737883454	-3.80487273546885	0.000141877117898229	0.00929460866530009
"ENSMUSG00000029059"	43.7646103075978	-4.73807951271957	1.22499615335643	-3.8678321558296	0.000109807201191424	0.00857907807205018
"ENSMUSG00000029050"	229.136097244573	-4.5960888159201	1.03321527718362	-4.44833609937349	8.65380454547956e-06	0.0033814596126246
"ENSMUSG00000095567"	94.5035426931378	-4.81352323871344	1.20809666790798	-3.98438582489334	6.76548754989806e-05	0.0069849388144389
"ENSMUSG00000038072"	114.001936645425	-4.02123087424572	1.06530420994875	-3.77472541335322	0.000160184007497345	0.00974316656138825
"ENSMUSG00000006641"	38.6945354191604	-4.35107746724492	1.09090344777106	-3.98850831036885	6.64900740852473e-05	0.0069849388144389
"ENSMUSG00000059866"	75.4379610432454	-3.97784348091418	1.04461228383473	-3.80796161644939	0.000140117014927944	0.00924409642721088
"ENSMUSG00000104547"	11.0272010412345	-6.70523424417574	1.73712031161771	-3.85997112539168	0.000113400424097744	0.00858786294605348
"ENSMUSG00000105601"	57.9333472347596	-4.15308962701512	1.04461330739174	-3.97571962526959	7.01667539952312e-05	0.00701269482213732
"ENSMUSG00000036256"	2102.10326846103	-4.70128434549549	1.08456651674941	-4.33471278422449	1.45950553942373e-05	0.00402605991086561
"ENSMUSG00000029366"	191.28221297319	-4.87896999734497	0.977768888032193	-4.98990104621158	6.04102304660012e-07	0.0010442238428931
"ENSMUSG00000054932"	337.730654583769	-5.69164453240144	1.15159128194434	-4.94241717668417	7.71598879053471e-07	0.0010442238428931
"ENSMUSG00000057315"	114.586156954597	-3.46498410290827	0.874623363661475	-3.96168710655368	7.44220279494218e-05	0.00727566696356639
"ENSMUSG00000029313"	50.4333985057629	-4.33388834578524	0.935633580996222	-4.63203591000946	3.62087328701946e-06	0.00216012055520721
"ENSMUSG00000103580"	15.9563037272626	-7.24040225764007	1.72655547533444	-4.19355321104732	2.7461862089749e-05	0.00480428306888076
"ENSMUSG00000044339"	36.5102565659785	-3.72409434843427	0.980398245899748	-3.7985526432848	0.000145543518521126	0.00942469911273409
"ENSMUSG00000014158"	8.6599300833196	-6.35675175773619	1.60904308113052	-3.95064111849007	7.79421246415613e-05	0.00743339875110455
"ENSMUSG00000011884"	85.0638127161089	-3.67320476780884	0.971887288480429	-3.77945551027012	0.000157171671647744	0.00964816905044279
"ENSMUSG00000029561"	102.91318917509	-6.32341783552082	1.51708730182055	-4.16813048789779	3.07108117448518e-05	0.00494885316387298
"ENSMUSG00000041390"	33.6498188027204	-4.29047084408161	1.03207137570722	-4.15714546984852	3.22248809980255e-05	0.00507614291181819
"ENSMUSG00000085382"	37.6693085449747	-6.01447243680055	1.50931452916105	-3.98490329258521	6.75076132425491e-05	0.0069849388144389
"ENSMUSG00000047420"	16.8022818924076	-7.31313451588268	1.69250853660973	-4.3208848627326	1.55404751098878e-05	0.00411074888307683
"ENSMUSG00000038648"	71.2824645267574	-3.43486890569889	0.907010319391628	-3.78702296132948	0.000152463016062359	0.00955377306618085
"ENSMUSG00000029860"	99.1505382578311	-5.73986409479184	1.50421696145634	-3.81584853905295	0.000135715737359934	0.00911636626651236
"ENSMUSG00000043496"	34.8223774794481	-6.89709740028226	1.65214726423454	-4.17462628761352	2.98475611866905e-05	0.00489412729891003
